496
0.01	1.7079984	0.56614113	0.33100228	1.	0.022303817	-1.4957489e6	0.00085880812
0.011	1.7107002	0.56672175	0.33075067	1.	0.0019938807	-27393.273	0.0011463508
0.012	1.7157667	0.56805918	0.33050705	1.	0.0093182278	4.4497643e6	0.0014925745
0.013	1.7190897	0.56882988	0.33025175	1.	0.0026196384	16439.249	0.0019032012
0.014	1.7236727	0.56999904	0.33000045	1.	0.0060051654	740892.52	0.0023840253
0.015	1.7273239	0.57086528	0.3297406	1.	0.0029865	15534.853	0.0029409147
0.016	1.73172	0.5719636	0.32948249	1.	0.0049833472	212435.4	0.0035798139
0.017	1.7355771	0.572886	0.32921756	1.	0.0033685578	11783.673	0.0043067452
0.018	1.7399122	0.5739546	0.32895301	1.	0.0036381486	933.305	0.0051278111
0.019	1.7439184	0.57491484	0.32868264	1.	0.0038520129	9312.6449	0.0060491966
0.02	1.748253	0.57597326	0.32841174	1.	0.0050191916	3401.1123	0.0070771715
0.021	1.7523802	0.57696212	0.32813567	1.	0.0044839486	7866.7874	0.0082180922
0.022	1.7567465	0.57802055	0.32785842	1.	0.0055609175	26899.394	0.0094784049
0.023	1.7609802	0.57903311	0.3275764	1.	0.005429938	4283.7189	0.010864648
0.024	1.7653969	0.58009735	0.32729274	1.	0.0058172054	4263.3986	0.012383453
0.025	1.7697296	0.58113089	0.32700456	1.	0.0064837148	4615.9833	0.01404155
0.026	1.7742089	0.58220445	0.32671437	1.	0.0070272437	4631.2307	0.015845768
0.027	1.7786368	0.58325748	0.32641982	1.	0.0078534766	4899.9233	0.01780304
0.028	1.7831868	0.58434268	0.32612297	1.	0.0085883738	4956.1277	0.019920403
0.029	1.7877086	0.58541437	0.32582186	1.	0.0096223478	5192.6705	0.022205004
0.03	1.7923358	0.58651282	0.3255182	1.	0.01059662	5291.5443	0.024664102
0.031	1.7969514	0.5876028	0.32521033	1.	0.011898832	5524.1957	0.027305069
0.032	1.8016607	0.58871568	0.32489968	1.	0.013175953	5666.8831	0.030135399
0.033	1.806371	0.58982382	0.32458485	1.	0.014823173	5912.72	0.033162704
0.034	1.8111668	0.5909521	0.32426705	1.	0.0164857	6100.8777	0.036394725
0.035	1.8159734	0.59207844	0.32394505	1.	0.018575574	6371.5377	0.039839331
0.036	1.8208597	0.59322292	0.3236199	1.	0.020884066	6911.8775	0.043504524
0.037	1.8257645	0.59436764	0.32329052	1.	0.023386615	6912.2225	0.047398443
0.038	1.830745	0.59552903	0.32295783	1.0000001	0.026169023	7424.8544	0.051529369
0.039	1.8357504	0.59669238	0.32262086	1.0000001	0.029550316	7546.2233	0.055905729
0.04	1.8408287	0.59787131	0.32228043	1.0000001	0.033134597	8094.105	0.060536099
0.041	1.8459373	0.59905362	0.32193565	1.0000001	0.037440404	8285.7127	0.065429211
0.042	1.851117	0.60025072	0.32158724	1.0000001	0.042247017	8921.9639	0.070593957
0.043	1.8563317	0.60145235	0.32123443	1.0000001	0.047530425	9144.0718	0.076039391
0.044	1.8616163	0.60266821	0.32087784	1.0000002	0.053661347	9835.6597	0.08177474
0.045	1.8669402	0.60388958	0.32051675	1.0000002	0.060418478	10136.191	0.087809404
0.046	1.8723335	0.60512478	0.32015174	1.0000003	0.068230392	10894.354	0.094152965
0.047	1.8777698	0.60636635	0.31978213	1.0000003	0.076857464	11278.672	0.10081519
0.048	1.8832756	0.60762147	0.31940846	1.0000004	0.086517676	11912.97	0.10780604
0.049	1.8888279	0.60888372	0.31903009	1.0000005	0.097791843	12589.967	0.11513568
0.05	1.89445	0.61015935	0.3186475	1.0000006	0.11010319	13318.736	0.12281446
0.051	1.9001219	0.6114428	0.3182601	1.0000007	0.12440204	14090.474	0.13085298
0.052	1.9058644	0.61273955	0.31786833	1.0000008	0.14005551	14924.604	0.13926201
0.053	1.9116597	0.61404473	0.31747164	1.000001	0.15815777	15802.596	0.14805259
0.054	1.9175268	0.61536322	0.31707043	1.0000012	0.17801151	16754.055	0.15723596
0.055	1.9234497	0.61669071	0.31666417	1.0000015	0.20088158	17750.75	0.16682363
0.056	1.9294456	0.61803155	0.31625322	1.0000017	0.22599689	18832.56	0.17682735
0.057	1.9355004	0.61938196	0.3158371	1.0000021	0.25482416	19961.329	0.18725912
0.058	1.9416298	0.62074581	0.31541613	1.0000025	0.28705446	21385.027	0.19813121
0.059	1.947821	0.62211975	0.31498984	1.000003	0.32275274	22462.612	0.20945617
0.06	1.9540884	0.62350729	0.31455855	1.0000036	0.36323694	24048.768	0.22124684
0.061	1.9604208	0.62490542	0.31412179	1.0000043	0.40805432	25284.593	0.23351635
0.062	1.9668313	0.62631734	0.31367985	1.0000051	0.45876077	27050.013	0.24627815
0.063	1.9733098	0.62774035	0.31323229	1.0000061	0.51485483	28458.739	0.25954598
0.064	1.9798686	0.62917737	0.31277938	1.0000073	0.57733041	30210.933	0.27333393
0.065	1.9864985	0.63062597	0.3123207	1.0000087	0.64815584	32017.646	0.28765644
0.066	1.993211	0.63208885	0.31185647	1.0000103	0.72599456	33978.257	0.30252827
0.067	1.9999976	0.63356379	0.31138631	1.0000122	0.81398954	35994.596	0.31796457
0.068	2.0068695	0.63505329	0.31091042	1.0000144	0.91063519	38180.673	0.33398088
0.069	2.0138189	0.63655535	0.3104284	1.0000171	1.0195928	40422.995	0.3505931
0.07	2.0208561	0.63807228	0.30994048	1.0000202	1.139161	42851.435	0.36781757
0.071	2.0279741	0.63960228	0.30944624	1.0000238	1.2736003	45335.676	0.38567104
0.072	2.035183	0.6411475	0.3089459	1.0000281	1.4209817	48022.831	0.40417069
0.073	2.0424762	0.64270628	0.30843905	1.000033	1.5862562	50764.086	0.42333417
0.074	2.0498632	0.64428066	0.30792588	1.0000388	1.7672285	53725.297	0.4431796
0.075	2.0573383	0.64586911	0.30740602	1.0000456	1.969642	56737.315	0.4637256
0.076	2.0649105	0.64747356	0.30687961	1.0000535	2.1909897	60188.1	0.48499129
0.077	2.0725746	0.64909263	0.3063463	1.0000627	2.4379198	63281.003	0.50699633
0.078	2.0803393	0.65072811	0.30580623	1.0000734	2.7075588	67039.283	0.52976092
0.079	2.0881998	0.65237875	0.30525903	1.0000857	3.007584	70416.104	0.55330584
0.08	2.0961647	0.65404627	0.30470484	1.0001001	3.33469	74491.195	0.57765248
0.081	2.1042296	0.6557295	0.30414328	1.0001167	3.6977187	78157.543	0.60282284
0.082	2.1124029	0.65743009	0.3035745	1.0001359	4.092854	82555.197	0.62883956
0.083	2.1206804	0.65914698	0.30299812	1.000158	4.5302503	86512.757	0.65572598
0.084	2.1290706	0.66088174	0.30241426	1.0001835	5.0054867	90998.092	0.6835061
0.085	2.1375697	0.6626334	0.30182255	1.0002129	5.5301888	95480.181	0.7122047
0.086	2.1461859	0.66440348	0.3012231	1.0002467	6.0992191	100276.24	0.74184728
0.087	2.1549158	0.66619108	0.30061553	1.0002856	6.7258437	105047.69	0.77246015
0.088	2.1637677	0.66799767	0.29999996	1.0003301	7.4040759	110144.61	0.80407045
