496
0.01	0.61666667	0.20555556	0.33333333	4.0819385	0.051318253	8.3218789e6	0
0.011	0.61666667	0.20555556	0.33333333	4.0819385	0.075135054	8.3218789e6	0
0.012	0.61666667	0.20555556	0.33333333	4.0819385	0.10641353	8.3218789e6	0
0.013	0.61666667	0.20555556	0.33333333	4.0819385	0.14657006	8.3218789e6	0
0.014	0.61666667	0.20555556	0.33333333	4.0819385	0.1971442	8.3218789e6	0
0.015	0.61666667	0.20555556	0.33333333	4.0819385	0.25979866	8.3218789e6	0
0.016	0.61666667	0.20555556	0.33333333	4.0819385	0.3363193	8.321879e6	0
0.017	0.61666667	0.20555556	0.33333333	4.0819385	0.42861518	8.3218791e6	0
0.018	0.61666667	0.20555556	0.33333333	4.0819385	0.5387185	8.3218792e6	0
0.019	0.61666667	0.20555556	0.33333333	4.0819385	0.66878462	8.3218794e6	0
0.02	0.61666667	0.20555556	0.33333333	4.0819385	0.82109207	8.3218796e6	0
0.021	0.61666667	0.20555556	0.33333333	4.0819385	0.99804256	8.32188e6	0
0.022	0.61666667	0.20555556	0.33333333	4.0819386	1.2021609	8.3218805e6	0
0.023	0.61666667	0.20555556	0.33333333	4.0819386	1.4360953	8.3218811e6	0
0.024	0.61666667	0.20555556	0.33333333	4.0819386	1.7026167	8.3218821e6	0
0.025	0.61666667	0.20555556	0.33333333	4.0819387	2.0046196	8.3218833e6	0
0.026	0.61666667	0.20555556	0.33333333	4.0819388	2.3451216	8.3218849e6	0
0.027	0.61666667	0.20555556	0.33333333	4.0819389	2.7272633	8.3218871e6	0
0.028	0.61666667	0.20555556	0.33333333	4.0819391	3.1543086	8.3218898e6	0
0.029	0.61666667	0.20555556	0.33333333	4.0819393	3.6296446	8.3218934e6	0
0.03	0.61666667	0.20555556	0.33333333	4.0819395	4.1567817	8.3218979e6	0
0.031	0.61666667	0.20555556	0.33333333	4.0819398	4.7393531	8.3219036e6	0
0.032	0.61666667	0.20555556	0.33333333	4.0819402	5.3811157	8.3219108e6	0
0.033	0.61666667	0.20555556	0.33333333	4.0819407	6.0859493	8.3219197e6	0
0.034	0.61666667	0.20555556	0.33333333	4.0819413	6.8578571	8.3219307e6	0
0.035	0.61666667	0.20555556	0.33333333	4.081942	7.7009655	8.3219442e6	0
0.036	0.61666667	0.20555556	0.33333333	4.0819429	8.6195242	8.3219608e6	0
0.037	0.61666667	0.20555556	0.33333333	4.081944	9.6179061	8.3219808e6	0
0.038	0.61666667	0.20555556	0.33333333	4.0819453	10.700608	8.3220051e6	0
0.039	0.61666667	0.20555556	0.33333333	4.0819469	11.872249	8.3220342e6	0
0.04	0.61666667	0.20555556	0.33333333	4.0819488	13.137573	8.3220691e6	0
0.041	0.61666667	0.20555556	0.33333333	4.0819511	14.501446	8.3221107e6	0
0.042	0.61666667	0.20555556	0.33333333	4.0819538	15.96886	8.32216e6	0
0.043	0.61666667	0.20555556	0.33333333	4.081957	17.544928	8.3222182e6	0
0.044	0.61666667	0.20555556	0.33333333	4.0819607	19.234888	8.3222867e6	0
0.045	0.61666667	0.20555556	0.33333333	4.0819651	21.044103	8.3223671e6	0
0.046	0.61666667	0.20555556	0.33333333	4.0819702	22.978058	8.3224609e6	0
0.047	0.61666667	0.20555556	0.33333333	4.0819761	25.042364	8.3225702e6	0
0.048	0.61666667	0.20555556	0.33333333	4.0819831	27.242756	8.322697e6	0
0.049	0.61666667	0.20555556	0.33333333	4.0819911	29.585095	8.3228438e6	0
0.05	0.61666667	0.20555556	0.33333333	4.0820003	32.075365	8.323013e6	0
0.051	0.61666667	0.20555556	0.33333333	4.0820109	34.719678	8.3232077e6	0
0.052	0.61666667	0.20555556	0.33333333	4.0820231	37.524269	8.3234311e6	0
0.053	0.61666667	0.20555556	0.33333333	4.082037	40.495502	8.3236866e6	0
0.054	0.61666667	0.20555556	0.33333333	4.0820529	43.639867	8.3239782e6	0
0.055	0.61666667	0.20555556	0.33333333	4.082071	46.963982	8.3243102e6	0
0.056	0.61666667	0.20555556	0.33333333	4.0820915	50.474592	8.3246873e6	0
