496
0.01	15.6	5.2	0.3333333
0.011	15.6	5.2	0.3333333
0.012	15.6	5.2	0.3333333
0.013	15.6	5.2	0.3333333
0.014	15.6	5.2	0.3333333
0.015	15.6	5.2	0.3333333
0.016	15.6	5.2	0.3333333
0.017	15.6	5.2	0.3333333
0.018	15.6	5.2	0.3333333
0.019	15.6	5.2	0.3333333
0.02	15.6	5.2	0.3333333
0.021	15.6	5.2	0.3333333
0.022	15.6	5.2	0.3333333
0.023	15.6	5.2	0.3333333
0.024	15.6	5.2	0.3333333
0.025	15.6	5.2	0.3333333
0.026	15.6	5.2	0.3333333
0.027	15.6	5.2	0.3333333
0.028	15.6	5.2	0.3333333
0.029	15.6	5.2	0.3333333
0.03	15.6	5.2	0.3333333
0.031	15.6	5.2	0.3333333
0.032	15.6	5.2	0.3333333
0.033	15.6	5.2	0.3333333
0.034	15.6	5.2	0.3333333
0.035	15.6	5.2	0.3333333
0.036	15.6	5.2	0.3333333
0.037	15.6	5.2	0.3333333
0.038	15.6	5.2	0.3333333
0.039	15.6	5.2	0.3333333
0.04	15.6	5.2	0.3333333
0.041	15.6	5.2	0.3333333
0.042	15.6	5.2	0.3333333
0.043	15.6	5.2	0.3333333
0.044	15.6	5.2	0.3333333
0.045	15.6	5.2	0.3333333
0.046	15.6	5.2	0.3333333
0.047	15.6	5.2	0.3333333
0.048	15.6	5.2	0.3333333
0.049	15.6	5.2	0.3333333
0.05	15.6	5.2	0.3333333
0.051	15.6	5.2	0.3333333
0.052	15.6	5.2	0.3333333
0.053	15.6	5.2	0.3333333
0.054	15.6	5.2	0.3333333
0.055	15.6	5.2	0.3333333
0.056	15.6	5.2	0.3333333
0.057	15.6	5.2	0.3333333
0.058	15.6	5.2	0.3333333
0.059	15.6	5.2	0.3333333
0.06	15.6	5.2	0.3333333
0.061	15.6	5.2	0.3333333
0.062	15.6	5.2	0.3333333
0.063	15.6	5.2	0.3333333
0.064	15.6	5.2	0.3333333
0.065	15.6	5.2	0.3333333
0.066	15.6	5.2	0.3333333
0.067	15.6	5.2	0.3333333
0.068	15.6	5.2	0.3333333
0.069	15.6	5.2	0.3333333
0.07	15.6	5.2	0.3333333
0.071	15.6	5.2	0.3333333
0.072	15.6	5.2	0.3333333
0.073	15.6	5.2	0.3333333
0.074	15.6	5.2	0.3333333
0.075	15.6	5.2	0.3333333
0.076	15.6	5.2	0.3333333
0.077	15.6	5.2	0.3333333
0.078	15.6	5.2	0.3333333
